objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference,,,,
8263855,"matthew mccollister National Park Service, Big Cypress National Park",Burmese python,Python molurus ssp. bivittatus,Positive,9-Aug-19,,9-Aug-19,,"Collier, Florida, United States",25.86195,-81.10053,WGS84     ,,,,,,Big Cypress National Preserve,,,,,,,,,,,,,,"Collected by A Deisbecker and S Depue, transferred to NPS",,,,,Unknown,Web Report,,Introduced,,,Photographs,Verified,Verified,FWCC Exotic Species Database,9-Aug-19,,,0,,,,,,,
8257518,"matthew mccollister National Park Service, Big Cypress National Park",Burmese python,Python molurus ssp. bivittatus,Positive,7-Aug-19,,8-Aug-19,8-Aug-19,"Collier, Florida, United States",25.90159,-81.30564,WGS84     ,,,,,,Big Cypress National Preserve,,,,,,,,,,,,,,"Collected by S Depue, euthanized by NPS",,,,,Unknown,Web Report,,Introduced,,,Expertise,Credible,Verified,FWCC Exotic Species Database,12-Aug-19,,,0,,,,,,,
8257513,"matthew mccollister National Park Service, Big Cypress National Park",Burmese python,Python molurus ssp. bivittatus,Positive,6-Aug-19,,8-Aug-19,,"Collier, Florida, United States",25.867,-81.135,WGS84     ,,,,,,Big Cypress National Preserve,,,,,,,,,,,,,,"collected by S Depue, euthanized by NPS",,,,,Unknown,Web Report,,Introduced,,,Expertise,Credible,Verified,FWCC Exotic Species Database,8-Aug-19,,,0,,,,,,,
8257512,"matthew mccollister National Park Service, Big Cypress National Park",Burmese python,Python molurus ssp. bivittatus,Positive,7-Aug-19,,8-Aug-19,,"Monroe, Florida, United States",25.79661,-81.10047,WGS84     ,,,,,,Big Cypress National Park,,,,,,,,,,,,,,"collected by S Depue, euthanized by NPS",,,,,Unknown,Web Report,,Introduced,,,Expertise,Credible,Verified,FWCC Exotic Species Database,8-Aug-19,,,0,,,,,,,
8251562,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251561,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251560,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251559,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251558,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251557,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251556,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96864,-80.83457,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251555,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96769,-80.83446,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251554,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96424,-80.83433,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251553,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Jul-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.9631,-80.8342,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251552,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.96131,-80.83409,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251547,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.95918,-80.8341,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251545,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.95725,-80.83429,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251544,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.95695,-80.83937,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251539,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,5-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.95518,-80.8345,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Bill Booth,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251536,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.95331,-80.55375,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251535,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,13-Nov-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.95197,-80.43236,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Kelly Zenoniani,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8251534,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.94985,-80.43216,WGS84     ,,,,,,,,,,,,1,,,,,,,,Hwy 27 / North Krome,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251533,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.94936,-80.83498,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251532,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,5-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.94894,-80.55704,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251531,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.94637,-80.80835,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251530,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Mar-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.94637,-80.83465,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251529,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.944,-80.5608,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251525,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.9423,-80.56202,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Danny Floyd,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251522,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,22-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.9388,-80.83338,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251521,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93762,-80.44486,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251520,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.9369,-80.8331,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251517,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,26-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93483,-80.83286,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251516,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,25-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93483,-80.83286,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251515,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93483,-80.83286,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251514,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93483,-80.83286,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251513,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93483,-80.83286,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251512,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93483,-80.83286,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251511,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93473,-80.8331,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251510,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.93087,-80.50565,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251509,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,22-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.92918,-80.83397,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251508,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.929,-80.45257,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251507,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.92741,-80.83429,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251506,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,11-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.92721,-80.83434,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251505,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.92323,-80.83548,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
