Name_x,Name_y,Games,Event
Meta Elste (Neumann-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Floor Exercise
Meta Elste (Neumann-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Floor Exercise
Meta Elste (Neumann-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Floor Exercise
Meta Elste (Neumann-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Floor Exercise
Meta Elste (Neumann-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Floor Exercise
Ruth Catherine Grulkowski (-Hatyina),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Floor Exercise
Marie Margaret Hoesly,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Floor Exercise
Doris Ann Kirkman (-Cannon),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Floor Exercise
Clara Marie Schroth-Lomady,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Floor Exercise
Ruth Elizabeth Topalian (Lehle-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Floor Exercise
Marian Emma Barone (Twining-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Dorothy Katherine Dalton,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Meta Elste (Neumann-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Ruth Catherine Grulkowski (-Hatyina),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Marie Margaret Hoesly,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Doris Ann Kirkman (-Cannon),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Clara Marie Schroth-Lomady,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Horse Vault
Ruth Elizabeth Topalian (Lehle-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Horse Vault
Marian Emma Barone (Twining-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Dorothy Katherine Dalton,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Meta Elste (Neumann-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Ruth Catherine Grulkowski (-Hatyina),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Marie Margaret Hoesly,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Doris Ann Kirkman (-Cannon),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Clara Marie Schroth-Lomady,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Uneven Bars
Ruth Elizabeth Topalian (Lehle-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Uneven Bars
Marian Emma Barone (Twining-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Balance Beam
Marian Emma Barone (Twining-),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Balance Beam
Marian Emma Barone (Twining-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Balance Beam
Marian Emma Barone (Twining-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Balance Beam
Marian Emma Barone (Twining-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Balance Beam
Marian Emma Barone (Twining-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Balance Beam
Marian Emma Barone (Twining-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Balance Beam
Dorothy Katherine Dalton,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Balance Beam
Meta Elste (Neumann-),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Balance Beam
Ruth Catherine Grulkowski (-Hatyina),Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Doris Ann Kirkman (-Cannon),1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Clara Marie Schroth-Lomady,1952 Summer,Gymnastics Women's Balance Beam
Marie Margaret Hoesly,Ruth Elizabeth Topalian (Lehle-),1952 Summer,Gymnastics Women's Balance Beam
Doris Ann Kirkman (-Cannon),Marian Emma Barone (Twining-),1952 Summer,Gymnastics Women's Balance Beam
Doris Ann Kirkman (-Cannon),Dorothy Katherine Dalton,1952 Summer,Gymnastics Women's Balance Beam
Doris Ann Kirkman (-Cannon),Meta Elste (Neumann-),1952 Summer,Gymnastics Women's Balance Beam
Doris Ann Kirkman (-Cannon),Ruth Catherine Grulkowski (-Hatyina),1952 Summer,Gymnastics Women's Balance Beam
Doris Ann Kirkman (-Cannon),Marie Margaret Hoesly,1952 Summer,Gymnastics Women's Balance Beam
