appearance.eye-color,appearance.gender,appearance.hair-color,appearance.height,appearance.race,appearance.weight,biography.aliases,biography.alignment,biography.alter-egos,biography.first-appearance,biography.full-name,biography.place-of-birth,biography.publisher,connections.group-affiliation,connections.relatives,id,image.url,name,powerstats.combat,powerstats.durability,powerstats.intelligence,powerstats.power,powerstats.speed,powerstats.strength,response,work.base,work.occupation
-,Male,Red,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,Suicide Squad (Volume 1) #44,Adam Cray,-,DC Comics,Suicide Squad,"Senator Cray (father, deceased)",54,https://www.superherodb.com/pictures2/portraits/10/100/939.jpg,Atom III,null,null,null,null,null,null,success,-,-
Brown,Male,Black,"['-', '0 cm']",null,"['160 lb', '72 kg']",['-'],good,No alter egos found.,Brave New World #1,Ryan Choi,-,DC Comics,Lighter Than Air Society,Professor Choi (father); mother (deceased); sister (unnamed); Jia Choi (descendent).,55,https://www.superherodb.com/pictures2/portraits/10/100/940.jpg,Atom IV,null,null,null,null,null,null,success,Ivy Town,Professor of nuclear physics at Ivy University
Blue,Female,Black,"[""5'11"", '180 cm']",Mutant,"['140 lb', '63 kg']",['Sister Beaubier'],good,No alter egos found.,X-Men #121 (1979),Jeanne-Marie Beaubier,"Montreal, Quebec, Canada",Marvel Comics,"Alpha Flight, Alpha Flight (Space Program), Royal Canadian Mounted Police; formerly Weapon X, ally of the Havok's Brotherhood, Headbangers , Children of the Vault, X-Men (interim member)","Jean-Baptiste Beaubier (father, deceased), unidentified mother (deceased), Jean-Paul Beaubier (Northstar, twin brother) Joanna Beaubier (adopted niece, deceased); Lois and Genevieve Martin (first cousins once removed/adopted parents, deceased)",56,https://www.superherodb.com/pictures2/portraits/10/100/1289.jpg,Aurora,56,60,63,74,96,10,success,"Laval, Quebec, Canada","Adventurer; former terrorist, nun, history/geography teacher"
Yellow,Male,Black,"[""6'0"", '183 cm']",Neyaphem,"['149 lb', '67 kg']","['Semihazah', 'Duma', 'Keriel', 'Mastema', 'Beliar', 'Gadreel', 'Beelzebub', 'Satan']",bad,No alter egos found.,Uncanny X-Men #428 (2003),,"Isla des Demonas, Caribbean Sea",Marvel Comics,-,"Kurt Wagner (Nightcrawler, son), Nils Styger (Abyss, son), Kiwi Black (son), numberous other offspring (deceased)",57,https://www.superherodb.com/pictures2/portraits/10/100/1481.jpg,Azazel,80,95,50,100,47,11,success,"Brimstone Dimension; formerly La Isla des Demonas, Bermuda",Leader of the Neyaphem
Brown,Male,Black,"['-', '0 cm']",Human,"['- lb', '0 kg']",['Bat-Devil; Bat-Ghost'],good,No alter egos found.,"Batman #672 (February, 2008)",Michael Washington Lane,Gotham City,DC Comics,Order of St. Dumas; formerly Gotham City Police Department; Three Ghosts of Batman,"Mitchell Lane (father; deceased), Barbara Lane (mother; deceased), Marion Lane (brother; deceased), Gwendolyn Lane (sister; deceased), Chante Coles (wife; deceased), Henry Mitchell Lane (son; deceased), Jenny Lane (Sister-in-law)",58,https://www.superherodb.com/pictures2/portraits/10/100/1532.jpg,Azrael,80,20,63,35,17,18,success,-,"Former Police Officer, vigilante"
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['Spirit of Vengeance'],good,Spectre,More Fun Comics #52 (February 1940),Aztar,-,Spectre,The Presence,-,59,https://www.superherodb.com/pictures2/portraits/10/100/1012.jpg,Aztar,null,null,null,null,null,98,success,-,-
-,Male,-,"[""6'8"", '203 cm']",Human,"['400 lb', '180 kg']",['-'],bad,No alter egos found.,"Batman: Vengeance of Bane #1 (January, 1993)",,-,DC Comics,"Suicide Squad, The Secret Society of Super Villains",King Snake (father),60,https://www.superherodb.com/pictures2/portraits/10/100/637.jpg,Bane,95,56,88,51,23,38,success,Santa Prisca,-
Green,Male,Strawberry Blond,"[""6'0"", '183 cm']",Human,"['170 lb', '77 kg']",['Death'],good,No alter egos found.,"X-Men #28 (January, 1967)",Sean Cassidy,"Cassidy Keep, Ireland",Marvel Comics,"Currently X-Corps, formerly Generation X, Factor Three, X-Men","Maeve Rourke Cassidy (wife, deceased), Thomas (Black Tom, cousin), Theresa Rourke (Siryn, daughter)",61,https://www.superherodb.com/pictures2/portraits/10/100/26.jpg,Banshee,70,40,50,63,58,10,success,"Muir Island, off the coast of Scotland. formerly Massachusetts Academy; Xavier Institute","Currently founder and director of operation for X-Corps, formerly Adventurer and Headmaster at the Massachusetts Academy, in charge of Generation X, Interpol Inspector and Agent, freelance detective, professional criminal, involuntary operative for Factor"
Brown,Male,Black,"[""5'5"", '165 cm']",null,"['119 lb', '54 kg']",['-'],good,No alter egos found.,"Civil War: Front Line #3 (September, 2006)",Roberto Velasquez,-,Marvel Comics,"Captain America, Pro-Registration forces",-,62,https://www.superherodb.com/pictures2/portraits/10/100/229.jpg,Bantam,56,54,25,21,23,53,success,-,"Adventurer, boxing trainer, former boxer"
Green,Female,Red,"[""5'7"", '170 cm']",Human,"['126 lb', '57 kg']","['Oracle', 'Bluebelle']",good,Oracle,Detective Comics #359,Barbara Gordon,-,Oracle,-,"James Gordon (father) � Barbara Eileen (mother) � James Gordon, Jr. (brother)",63,https://www.superherodb.com/pictures2/portraits/10/100/1111.jpg,Batgirl,90,40,88,34,33,11,success,"Gotham City, formerly Metropolis, Platinum Flats",-
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']","['Bette Kane', 'Bat-Girl']",good,Hawkfire,Batman #139,Mary Elizabeth Kane,-,Hawkfire,Former associated partner of Batman and Robin of Earth-One; Partner of Katherine Kane,"Katherine Kane (Batwoman I,  Aunt)",64,https://www.superherodb.com/pictures2/portraits/10/100/638.jpg,Batgirl,null,null,null,null,null,27,success,Gotham City,Crime-fighter
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,Huntress,-,Helena Rosa Bertinelli,-,Huntress,-,-,65,https://www.superherodb.com/pictures2/portraits/10/100/1112.jpg,Batgirl III,null,null,null,null,null,43,success,-,-
Green,Female,Black,"[""5'5"", '165 cm']",Human,"['115 lb', '52 kg']","['Kasumi', 'various mundane persona,']",good,No alter egos found.,Batman: Legends of the Dark Knight #120,Cassandra Cain,League of Assassins (exact base is unknown),DC Comics,"Titans East, League of Assassins, Batman Family, Justice League Elite, Young Justice","David Cain (father), Lady Shiva (mother), Carolyn (aunt, deceased), Annalea (sibling, deceased), 'The Mad Dog' (sibling)",66,https://www.superherodb.com/pictures2/portraits/10/100/1113.jpg,Batgirl IV,100,56,69,46,27,12,success,Gotham City; Bl�dhaven; Tibet; New York City,-
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,Misfit,-,Charlotte Gage-Radcliffe,-,Misfit,-,-,67,https://www.superherodb.com/pictures2/portraits/10/100/1115.jpg,Batgirl V,null,null,null,null,null,null,success,-,-
Blue,Female,Blond,"[""5'6"", '168 cm']",null,"['135 lb', '61 kg']","['Steph', 'Robin', 'Marion Todd', 'Spoiler']",good,Spoiler,Detective Comics #647. As Batgirl in Batgirl (Volume 3) #1. (2009),Stephanie Brown,-,Spoiler,"The Batman Family, formerly the Birds of Prey, Tim Drake (on-and-off boyfriend)","Arthur Brown (The Cluemaster, father), Crystal Brown (mother), unnamed daughter (given up for adoption)",68,https://www.superherodb.com/pictures2/portraits/10/100/1398.jpg,Batgirl VI,80,28,75,22,23,10,success,"Gotham Heights, Gotham City",College student at Gotham University
Blue,Male,Black,"[""5'10"", '178 cm']",Human,"['170 lb', '77 kg']","['Batman II', 'The Tomorrow Knight', 'The second Dark Knight', 'The Dark Knight of Tomorrow', 'Batman Beyond']",good,No alter egos found.,Batman Beyond #1,Terry McGinnis,"Gotham City, 25th Century",DC Comics,"Batman Family, Justice League Unlimited","Bruce Wayne (biological father), Warren McGinnis (father, deceased), Mary McGinnis (mother), Matt McGinnis (brother)",69,https://www.superherodb.com/pictures2/portraits/10/100/10441.jpg,Batman,90,55,81,63,29,40,success,21st Century Gotham City,-
blue,Male,black,"[""6'2"", '188 cm']",Human,"['210 lb', '95 kg']","['Insider', 'Matches Malone']",good,No alter egos found.,Detective Comics #27,Bruce Wayne,"Crest Hill, Bristol Township; Gotham County",DC Comics,"Batman Family, Batman Incorporated, Justice League, Outsiders, Wayne Enterprises, Club of Heroes, formerly White Lantern Corps, Sinestro Corps","Damian Wayne (son), Dick Grayson (adopted son), Tim Drake (adopted son), Jason Todd (adopted son), Cassandra Cain (adopted ward)
Martha Wayne (mother, deceased), Thomas Wayne (father, deceased), Alfred Pennyworth (former guardian), Roderick Kane (grandfather, deceased), Elizabeth Kane (grandmother, deceased), Nathan Kane (uncle, deceased), Simon Hurt (ancestor), Wayne Family",70,https://www.superherodb.com/pictures2/portraits/10/100/639.jpg,Batman,100,50,100,47,27,26,success,"Batcave, Stately Wayne Manor, Gotham City; Hall of Justice, Justice League Watchtower",Businessman
Blue,Male,Black,"[""5'10"", '178 cm']",Human,"['175 lb', '79 kg']",['Dick Grayson'],good,"Nightwing, Robin",-,Dick Grayson,-,Nightwing,"Justice League Of America, Batman Family","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",71,https://www.superherodb.com/pictures2/portraits/10/100/1496.jpg,Batman II,100,28,88,36,33,11,success,"Gotham City; formerly Bludhaven, New York City",-
Brown,Male,Black,"[""6'6"", '198 cm']",null,"['295 lb', '133 kg']",['Bucky'],good,No alter egos found.,Captain America #323 (1986); (as Bucky),Lemar Hoskins,"Chicago, Illinois",Marvel Comics,"Formerly Wild Pack, Bold Urban Commandos (Buckies), former partner of U.S.Agent, operative of the Commission on Superhuman Activities",-,72,https://www.superherodb.com/pictures2/portraits/10/100/231.jpg,Battlestar,74,74,50,48,35,53,success,-,"Former wrestler, federal operative"
Green,Female,Red,"[""5'10"", '178 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,"52 #7 (June, 2006)",Katherine Rebecca Kane,-,DC Comics,"Batman Family (unofficially), D.E.O, Unknowns","Jacob Kane (father), Gabi Kane (mother; deceased), Beth Kane (twin sister), Mary Elizabeth ""Bette"" Kane (cousin), Catherine Hamilton-Kane (stepmother), Philip Kane (uncle), Kane Family",73,https://www.superherodb.com/pictures2/portraits/10/100/10234.jpg,Batwoman V,80,25,81,27,29,8,success,Gotham City,-
Black,Male,White,"[""5'9"", '175 cm']",null,"['140 lb', '63 kg']",['Blackwing'],good,No alter egos found.,-,Barnell Bohusk,"Cheverly, Maryland",Marvel Comics,"Formerly New Warriors, Exiles, Brotherhood Of Mutants, Xavier Institute Student Body","Charles (father), Kathy (mother), Angel Salvadore (wife), Tito (son), Axel (son), Kara (daughter), three unidentified children",74,https://www.superherodb.com/pictures2/portraits/10/100/232.jpg,Beak,null,null,null,null,null,null,success,-,-
Blue,Male,Blue,"[""5'11"", '180 cm']",Mutant,"['402 lb', '181 kg']","['Dr. McCoy', 'Hanko', 'Kreature', 'Mutate #666', 'Magilla Gorilla', 'Golden Armed Boy']",good,No alter egos found.,"X-MEN Vol. 1 #1, (in furry ape form) AMAZING ADVENTURES #11, (in current feline form) NEW X-MEN Vol. 1 #114",Henry Philip McCoy,"Dunfee, Illinois",Marvel Comics,"Secret Avengers, S.W.O.R.D.; formerly X-Men (founding member); X-Club (founding member); Initiative; 198; X-Treme X-Men; Acolytes (while mind-controlled); Queen's Vengeance; X-Factor/X-Terminators (founding member); Rejects; Defenders, Avengers","Sadie McCoy (paternal grandmother), Norton McCoy (father), Edna McCoy (mother), Robert McCoy (paternal great-uncle), John McCoy (uncle)",75,https://www.superherodb.com/pictures2/portraits/10/100/27.jpg,Beast,85,60,94,43,38,48,success,"Xavier Institute, Salem Center, Westchester County, New York","Biochemist, formerly Xavier Institute for Higher Learning science and math Instructor, mutant activist, college lecturer, researcher, professional wrestler"
Green,Male,Green,"[""5'8"", '173 cm']",Human,"['150 lb', '68 kg']","['Changeling', 'Beast-Brat', 'Green Jeans', 'Salad-head', 'Sprout', 'Tork', 'Craig Logan']",good,No alter egos found.,"Doom Patrol #99 (November, 1965)",Garfield Mark Logan,-,DC Comics,"Teen Titans; former member of the original Doom Patrol, Titans West","Mark Logan (father, deceased), Marie Logan (mother, deceased), Steve Dayton/Mento (adoptive father), Rita Farr/Elasti-Girl (adoptive mother), Matt Logan (cousin)",76,https://www.superherodb.com/pictures2/portraits/10/100/640.jpg,Beast Boy,40,70,50,79,50,28,success,"Prague; formerly Hollywood, California; formerly Manhattan, New York","Adventurer, Struggling Actor"
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],bad,No alter egos found.,-,,-,Marvel Comics,-,-,77,https://www.superherodb.com/pictures2/portraits/10/100/1122.jpg,Beetle,null,null,null,null,null,54,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['Ben Ten'],good,No alter egos found.,Ben 10 S01E01,Benjamin Kirby Tennyson,-,DC Comics,-,-,78,https://www.superherodb.com/pictures2/portraits/10/100/1365.jpg,Ben 10,40,10,10,90,8,7,success,-,-
-,Male,No Hair,"[""6'7"", '201 cm']",null,"['480 lb', '216 kg']","['Beta Ray Thor', 'Simon Walters']",good,No alter egos found.,Thor #337,Beta Ray Bill (translation of his Korbinite name),Burning Galaxy,Marvel Comics,"ally of the Asgardians, Thor Corps, Star Masters",-,79,https://www.superherodb.com/pictures2/portraits/10/100/28.jpg,Beta Ray Bill,84,95,63,100,35,80,success,"currently New York City, formerly Asgard, formerly the fleet of Korbinite ships.",Guardian of the Korbinite race
-,Male,-,"['-', '0 cm']",God / Eternal,"['- lb', '0 kg']","['Ataxi', 'The Beyond Realm', 'Frank', 'Goblin Force', 'Goblin King', 'Goblyn King', 'Goblin Queen', 'The One From Beyond', 'God', 'Kosmos', 'Maker']",good,No alter egos found.,Marvel Super-Heroes Secret Wars #1,,Created in the Beyond,Marvel Comics,Was once in a merged form with the Molecule Man but is no longer merged with him.,-,80,https://www.superherodb.com/pictures2/portraits/10/100/1293.jpg,Beyonder,84,100,100,100,100,100,success,-,Former student
Blue,Female,Black,"[""6'2"", '188 cm']",New God,"['300 lb', '135 kg']","['Barda', 'the Strongest Woman in the World']",bad,No alter egos found.,Mister Miracle (Volume 1) #4,Barda Free,-,DC Comics,"Apocalypse, New Gods, Birds of Prey, formerly Female Furies, formerly Justice League of America","Big Breeda (mother), Scott Free (Mister Miricle, husband), Highfather Izaya (father-in-law, deceased)",81,https://www.superherodb.com/pictures2/portraits/10/100/1169.jpg,Big Barda,100,100,88,100,79,100,success,"Gotham City, New Genesis, formerly Apokolips",-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,Kick-Ass #4,Damon Macready,-,Icon Comics,-,Hit-Girl (daughter),82,https://www.superherodb.com/pictures2/portraits/10/100/1338.jpg,Big Daddy,64,32,38,22,12,10,success,-,-
Blue,Male,Brown,"[""5'5"", '165 cm']",null,"['157 lb', '71 kg']",['Patch'],bad,No alter egos found.,Amazing Spider-Man # 10 (1964),Frederick Foswell,-,Marvel Comics,"Daily Bugle, the Enforcers","Janice Foswell (daughter), unnamed wife",83,https://www.superherodb.com/pictures2/portraits/10/100/1038.jpg,Big Man,70,28,75,19,23,12,success,-,"Reporter, professional criminal"
-,Male,-,"['-', '0 cm']",Alpha,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,SyFy,Alphas,-,84,https://www.superherodb.com/pictures2/portraits/10/100/1527.jpg,Bill Harken,40,60,63,27,33,36,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],bad,No alter egos found.,Spawn #5 (October 1992),Billy Kincaid,-,Image Comics,-,-,85,https://www.superherodb.com/pictures2/portraits/10/100/1072.jpg,Billy Kincaid,null,null,null,null,null,null,success,-,-
Blue,Female,Blond,"[""5'11"", '180 cm']",null,"['120 lb', '54 kg']","['Ms. Marvel', 'Binary']",good,"Captain Marvel, Warbird","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Carol Danvers,"Boston, Massachusetts",Captain Marvel,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",86,https://www.superherodb.com/pictures2/portraits/10/100/30.jpg,Binary,null,null,null,null,null,null,success,Avengers Mansion,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer."
Blue,Female,Black,"['-', '0 cm']",Cyborg,"['- lb', '0 kg']",['Clarissa Whyte'],good,No alter egos found.,-,Jamie Sommers,-,,-,-,87,https://www.superherodb.com/pictures2/portraits/10/100/10648.jpg,Bionic Woman,40,40,56,20,33,37,success,-,-
-,-,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['Bird-Boy'],good,No alter egos found.,"The New Mutants #56 (October, 1987)",,-,Marvel Comics,"New Mutants, Ani-Mate",-,88,https://www.superherodb.com/pictures2/portraits/10/100/240.jpg,Bird-Brain,42,28,25,21,35,10,success,-,-
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],bad,No alter egos found.,"Daredevil #10 (October, 1965)",Henry Hawk,-,Marvel Comics,Ani-Men,-,89,https://www.superherodb.com/pictures2/portraits/10/100/1503.jpg,Bird-Man,null,null,null,null,null,null,success,-,-
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],bad,No alter egos found.,"Daredevil #157 (March, 1979)",Achille DiBacco,"The Bar with No Name, Medina County, Ohio",Marvel Comics,Ani-Men,-,90,https://www.superherodb.com/pictures2/portraits/10/100/1504.jpg,Bird-Man II,null,null,null,null,null,null,success,-,-
-,Male,-,"['-', '0 cm']",God / Eternal,"['- lb', '0 kg']","['Bird-Man', 'Harvey Birdman', 'Ray Randal', 'Harvey Birdman Attorney at Law', 'Harry', 'Henry', 'Birdbath', 'Bootyliciuos']",good,No alter egos found.,Birdman and the Galaxy Trio (1967),Ray Randal,-,Hanna-Barbera,-,-,91,https://www.superherodb.com/pictures2/portraits/10/100/1506.jpg,Birdman,null,null,null,null,null,35,success,-,-
Brown,Male,No Hair,"[""6'6"", '198 cm']",Mutant,"['275 lb', '124 kg']",['Archbishop'],good,No alter egos found.,"Uncanny X-Men #282 (November, 1991)",Lucas Bishop,A mutant relocation camp in an undisclosed location on an alternate 21st Century Earth,Marvel Comics,"""Clean City""; formerly Stryfe; X-Men; X.S.E. (Storm's team); X-Treme X-Men; X.S.E. (Hecate'e's team); The Twelve","Burnum Bishop (father, deceased), Kadee Bishop (mother, deceased), Shard (sister, deceased), unnamed grandmother, Gateway (great-grandfather), Aliyah Bishop (alternate reality daughter);",92,https://www.superherodb.com/pictures2/portraits/10/100/31.jpg,Bishop,65,75,63,100,23,14,success,"Formerly Xavier Institute for Higher Learning, Salem Center, Westchester County, New York","(current) Adventurer, (former) Commander in the XSE (Xavier's Security Enforcers)"
